lat,lng,area,year_bulit,price
37.5584685,126.9251894,32.92,2004,22000
37.5584685,126.9251894,32.92,2004,21500
37.5363126,126.9439279,26.4,1992,10000
37.5485022,126.9234636,47.09,2007,34000
37.5770753,126.8913958,98.87,2007,49800
37.5833972,126.8808669,24.2,2014,17600
37.5495499,126.9148162,29.09,2004,20900
37.5495499,126.9148162,29.09,2004,22000
37.5565276,126.914791,26.96,2002,14850
37.5555638,126.914975,28.14,2001,16400
37.565119,126.9126298,23.76,2004,10000
37.564238,126.9033166,65.96,2005,33000
37.5428571,126.9524607,40.85,2011,32000
37.5453065,126.9553318,15.89,2012,12800
37.5435331,126.9540848,59.68,2011,42000
37.5519975,126.9565092,35.09,2006,21150
37.5525109,126.9568006,33.28,2005,18000
37.5525109,126.9568006,35.91,2005,20000
37.5698412,126.9105017,17.22,2002,8100
37.5584246,126.9450578,20.3,2015,18467
37.5584246,126.9450578,20.3,2015,18467
37.5580369,126.9431588,28.22,2005,18900
37.5580369,126.9431588,28.22,2005,19000
37.5580369,126.9431588,26.64,2005,18400
37.5580369,126.9431588,26.64,2005,18300
37.5568756,126.942499,28.3,2014,26450
37.5574337,126.9425509,27.4,2014,25800
37.5571719,126.9469873,24.29,2004,15500
37.5836324,126.9111217,24.84,2004,9800
37.5836324,126.9111217,21.75,2004,9400
37.5732576,126.9351123,17.16,2004,8900
37.5637704,126.9289337,16.2,2001,10500
37.5709192,126.930009,20.39,2002,9550
37.556057,126.9382413,31.41,2005,23850
37.556057,126.9382413,26.34,2005,19350
37.556057,126.9382413,31.41,2005,23200
37.556057,126.9382413,31.41,2005,23500
37.5562456,126.9392866,28.5,2004,17300
37.5612286,126.9272807,44.22,2004,23500
37.5612286,126.9272807,22.11,2004,14000
37.5641152,126.9648807,25.35,2009,18000
37.5641152,126.9648807,25.35,2009,18000
37.5641152,126.9648807,25.35,2009,18450
37.5603173,126.9648761,24.7,2004,12800
37.561324,126.9662745,34.22,2005,23000
37.561324,126.9662745,49.83,2005,30000
37.561324,126.9662745,60.06,2005,36000
37.561324,126.9662745,41.08,2005,27000
37.561324,126.9662745,41.57,2005,25000
37.4980598,126.9860884,37.99,2016,33900
37.4860376,126.9842084,29.46,2005,24000
37.4855163,127.0135599,24.13,1990,9450
37.4871812,127.0133707,32.64,1990,10700
37.4871812,127.0133707,34.0,1990,11650
37.5023037,127.0240136,29.86,2013,25000
37.5027807,127.0238598,29.85,2013,30500
37.5011338,127.0243685,49.08,2012,39000
37.4858,127.0147083,33.7,1999,16700
37.4858,127.0147083,33.7,1999,16900
37.4953321,127.0283363,38.36,2003,32400
37.4953321,127.0283363,40.45,2003,28400
37.4947935,127.0285938,38.81,2005,31800
37.4861634,127.0151268,22.94,2004,14500
37.4861634,127.0151268,17.94,2004,12300
37.4861634,127.0151268,20.5,2004,13000
37.502006,127.0240145,32.69,2004,20100
37.502006,127.0240145,32.6,2004,21000
37.502006,127.0240145,32.69,2004,20500
37.4985208,127.0247168,24.45,2003,18000
37.4917245,127.0090612,19.53,2013,19000
37.4917245,127.0090612,19.53,2013,19000
37.4851437,127.0133037,19.61,2015,16500
37.4851437,127.0133037,19.61,2015,16500
37.4851437,127.0133037,19.61,2015,19600
37.4840594,127.0173499,56.92,2006,38000
37.4840594,127.0173499,58.02,2006,39200
37.4949502,127.0274224,85.31,2005,57500
37.4901888,127.030631,33.24,2005,29200
37.4901888,127.030631,34.0,2005,22000
37.4901888,127.030631,34.0,2005,28000
37.4901888,127.030631,51.33,2005,39800
37.4854989,127.0139379,27.36,1996,11800
37.4854464,127.0127061,24.09,1990,13900
37.4919603,127.0288157,20.72,2016,24600
37.4924603,127.0132474,32.63,2003,20500
37.4921418,127.0291048,29.43,2006,20300
37.4955675,127.0206878,24.16,2004,19000
37.4880722,127.0141536,16.95,2004,13500
37.4904226,127.0297145,39.56,2004,22500
37.4871318,127.0154737,15.76,2005,14200
37.5005259,127.0248057,25.25,1990,14800
37.4772335,127.0444746,34.2,1991,11700
37.4775312,127.0442612,82.08,1991,23750
37.4829003,127.0420721,75.39,2005,50000
37.5181031,127.0185196,31.4,2004,26000
37.5637317,127.035774,19.63,1998,10500
37.565213,127.0270129,25.74,2003,13700
37.5417336,127.049034,31.6,2003,15200
37.5451734,127.0578657,33.45,1998,15300
37.5436939,127.0625361,28.08,2003,14100
37.5436939,127.0625361,24.84,2003,13200
37.5436939,127.0625361,40.94,2003,17900
37.5602071,127.0691097,26.25,1991,2200
37.5597641,127.0694363,21.9,2016,13300
37.5596174,127.068152,33.2,2011,15500
37.5640966,127.029009,27.54,2005,15000
37.5640966,127.029009,33.34,2005,18200
37.5646628,127.0274645,21.56,2011,14000
37.5612114,127.0346307,29.43,2006,20700
37.5950646,127.0200353,51.1,2003,22000
37.5950646,127.0200353,24.64,2003,12000
37.5950646,127.0200353,24.64,2003,12000
37.5950646,127.0200353,24.64,2003,12000
37.5950646,127.0200353,24.64,2003,12000
37.5950646,127.0200353,24.64,2003,12000
37.5950646,127.0200353,24.64,2003,12000
37.5941579,127.0182267,23.09,2005,18500
37.5957174,127.0199823,21.05,2011,15000
37.493087,127.1362368,26.52,2002,9500
37.4942466,127.1194084,35.24,1990,9400
37.4935028,127.1190398,25.2,1990,7500
37.4945772,127.1191635,37.35,2004,17700
37.4933281,127.1187549,26.51,1992,11200
37.4933281,127.1187549,30.06,1992,13050
37.4933281,127.1187549,31.14,1992,12650
37.4798829,127.1217577,29.88,2015,24000
37.4807657,127.1212387,29.97,2013,23300
37.4807657,127.1212387,24.75,2013,17400
37.4807657,127.1212387,30.0,2013,20000
37.4801082,127.1197042,26.82,2013,18500
37.4801082,127.1197042,29.96,2013,19400
37.4801082,127.1197042,26.82,2013,17400
37.4801082,127.1197042,29.96,2013,19000
37.4801082,127.1197042,24.66,2013,17514
37.4806448,127.1237026,48.96,2016,32000
37.5153996,127.1074685,52.43,1999,25500
37.5160212,127.1093042,44.49,2003,19000
37.5070898,127.1194521,16.68,2002,8000
37.5146445,127.1074343,35.59,2004,23500
37.5146445,127.1074343,43.05,2004,30000
37.5097422,127.1057432,36.94,1999,21500
37.5064447,127.1079566,31.35,2001,25500
37.5107213,127.1070011,36.69,1999,16500
37.51431,127.1007226,92.75,2005,79200
37.5167576,127.105429,32.4,2001,16400
37.5174723,127.103641,69.18,2013,53000
37.5037742,127.1269023,36.15,2003,20500
37.5110847,127.0938455,45.82,2005,42700
37.5110847,127.0938455,50.76,2005,43800
37.5110847,127.0938455,54.39,2005,45000
37.5110847,127.0938455,54.39,2005,45500
37.511439,127.0805453,34.02,2004,23000
37.511439,127.0805453,34.87,2004,22000
37.5109145,127.0793128,21.77,2013,20000
37.5100596,127.0800485,24.42,2013,25300
37.5276036,126.8706999,113.0,2004,64000
37.53033,126.8716438,48.06,2004,17000
37.53033,126.8716438,43.17,2004,16500
37.53033,126.8716438,43.17,2004,15500
37.5243394,126.869996,94.57,2006,69800
37.5294858,126.8751533,99.21,2004,74500
37.5318285,126.8760121,18.13,2015,14300
37.5318285,126.8760121,18.13,2015,15000
37.5374878,126.8816977,30.71,2003,14500
37.5376751,126.8847422,26.0,2004,16200
37.5281918,126.8757779,94.57,2001,51500
37.5359813,126.8780453,51.85,1999,19000
37.5359813,126.8780453,38.07,1999,14600
37.5366894,126.8798619,33.88,2004,18450
37.5366894,126.8798619,33.88,2004,22300
37.5366894,126.8798619,33.88,2004,18470
37.5366894,126.8798619,33.88,2004,18300
37.528526,126.8389259,26.94,2004,7800
37.523941,126.8643487,51.92,2003,18200
37.5097969,126.8432359,97.79,2004,32600
37.5164318,126.8620781,33.6,2003,15350
37.5164318,126.8620781,73.87,2003,31500
37.5218024,126.8695513,64.43,2004,31500
37.5278681,126.9079367,27.54,1993,7500
37.5256501,126.8983662,30.85,2004,15500
37.5256501,126.8983662,30.85,2004,14300
37.5256501,126.8983662,30.85,2004,14750
37.5256501,126.8983662,45.7,2004,24450
37.527363,126.9028959,47.63,2005,23800
37.5349681,126.8992481,29.23,2005,17200
37.5328453,126.9000916,23.92,2015,21000
37.5323558,126.9000759,28.24,2014,21000
37.4860059,126.9022555,60.0,2007,30000
37.511476,126.9005212,29.38,2004,14500
37.5093461,126.8943576,87.22,2006,37500
37.5093461,126.8943576,62.42,2006,35800
37.5085848,126.894843,62.34,2006,35800
37.5082107,126.896061,35.78,2004,17000
37.5176324,126.8999618,114.63,2007,51000
37.5176324,126.8999618,117.73,2007,57300
37.5176324,126.8999618,138.28,2007,64850
37.5171926,126.8838417,25.93,2004,10500
37.5171926,126.8838417,25.93,2004,11000
37.5171926,126.8838417,25.93,2004,10300
37.5171926,126.8838417,25.93,2004,10700
37.518904,126.8885647,56.87,2004,31000
37.5202702,126.8888994,88.3,2005,38600
37.5190215,126.8874732,65.22,2005,33500
37.5211223,126.8869957,78.98,2005,28000
37.5150534,126.918108,27.54,2000,12500
37.51331,126.9212929,17.67,2013,12900
37.5258046,126.8831918,16.98,2004,9000
37.5258046,126.8831918,16.98,2004,8800
37.5258046,126.8831918,26.38,2004,11600
37.5258046,126.8831918,16.98,2004,8800
37.5258046,126.8831918,16.98,2004,8800
37.5258046,126.8831918,16.98,2004,8950
37.5258046,126.8831918,16.98,2004,8300
37.5258046,126.8831918,16.98,2004,8700
37.5258046,126.8831918,16.98,2004,8600
37.5258046,126.8831918,26.38,2004,12450
37.5258046,126.8831918,16.98,2004,9200
37.5228821,126.8832992,18.18,2014,12600
37.5228821,126.8832992,18.96,2014,12500
37.5228821,126.8832992,18.18,2014,11450
37.5228821,126.8832992,18.18,2014,12400
37.5228821,126.8832992,18.96,2014,12600
37.5228821,126.8832992,18.18,2014,12600
37.5218911,126.8846655,97.11,2005,37300
37.5218911,126.8846655,72.13,2005,31400
37.5218911,126.8846655,97.11,2005,37250
37.5218911,126.8846655,88.61,2005,34200
37.5213369,126.8845325,86.21,2005,36000
37.5270311,126.8893797,94.1,2005,38500
37.5176189,126.932358,40.22,2002,29000
37.5194254,126.9386135,40.39,2000,18000
37.5299366,126.9191857,39.12,2003,22100
37.5299366,126.9191857,36.53,2003,19200
37.5299366,126.9191857,36.53,2003,19000
37.5256864,126.9187317,88.7,2006,67000
37.5186442,126.9395823,34.94,2003,24000
37.530973,126.9211525,87.88,2005,45000
37.530973,126.9211525,65.23,2005,45000
37.530973,126.9211525,87.88,2005,48000
37.5188849,126.9387701,50.02,1994,16400
37.518328,126.9143865,20.27,2012,11100
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,19.08,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.67,2003,12000
37.5181246,126.9150112,20.14,2003,12000
37.5179804,126.9019353,48.29,2013,39200
37.5237158,126.9092082,24.69,2002,8300
37.524215,126.9085378,26.64,2002,8500
37.524215,126.9085378,25.81,2002,8200
37.527467,126.9040171,19.86,2014,14400
37.527467,126.9040171,19.86,2014,14000
37.5415249,126.9724597,34.11,2004,21750
37.5383795,126.9690735,28.23,2004,16800
37.5361387,126.9692115,68.41,2007,43000
37.5366161,126.9685241,46.29,2007,34750
37.5366161,126.9685241,46.29,2007,35200
37.5549556,126.9684211,27.95,2004,22750
37.5549556,126.9684211,28.79,2004,24800
37.5409778,126.9703501,25.19,2004,15000
37.5409778,126.9703501,25.19,2004,16700
37.5333142,126.9576723,38.12,2003,12800
37.5365446,126.9727173,33.6,2005,28000
37.5365446,126.9727173,37.26,2005,30000
37.5365446,126.9727173,36.13,2005,27800
37.5276636,126.9687959,49.85,2012,48500
37.5276636,126.9687959,49.98,2012,50500
37.5315324,126.9690892,35.28,2004,19900
37.5322446,126.969796,30.35,2005,21900
37.5322446,126.969796,30.29,2005,24300
37.5501107,126.9821335,34.38,1990,13500
37.5501107,126.9821335,34.38,1990,12800
37.6025189,126.9278302,59.89,2011,22000
37.6033359,126.9345473,20.51,2003,11900
37.6033359,126.9345473,20.36,2003,12000
37.6219396,126.9201465,12.63,2003,7200
37.619961,126.9241778,38.9,2014,18000
37.619961,126.9241778,18.84,2014,9900
37.5967515,126.9102728,57.86,2008,17500
37.6017898,126.9155405,33.97,2002,12000
37.6001774,126.9357967,38.54,2002,12000
37.5984098,126.92002,17.05,2002,7300
37.5995443,126.918808,31.06,2003,11800
37.6332454,126.9202626,24.91,2013,15000
37.6324344,126.9198138,29.79,2013,16400
37.6316383,126.9198712,23.19,2015,14100
37.608102,126.9565605,31.05,1989,12000
37.5717553,126.9888993,28.69,2004,15000
37.5739753,126.9713051,32.43,2004,28000
37.5734376,126.9732835,37.56,2004,28800
37.5734376,126.9732835,33.0,2004,25800
37.5734376,126.9732835,37.56,2004,28100
37.5734376,126.9732835,58.92,2004,41500
37.5723155,126.989868,40.96,1991,17300
37.5744413,126.9689428,39.54,2008,33000
37.5738673,127.016248,39.6,2004,25000
37.5737522,127.0223811,24.65,2013,13500
37.5735446,127.0216849,22.44,2013,12500
37.5735446,127.0216849,22.44,2013,12000
37.5697325,126.974885,43.83,2005,38000
37.5697325,126.974885,43.83,2005,38000
37.576181,127.0003706,26.52,2001,15000
37.5754376,127.0018485,21.49,2014,17500
37.5704613,126.9798204,36.23,2007,30500
37.5704613,126.9798204,45.41,2007,37000
37.5725494,127.0153126,30.84,1996,11500
37.5725494,127.0153126,30.84,1996,12000
37.6049119,126.9647665,23.4,2003,9150
37.5747903,127.0013729,32.27,2003,15800
37.5648776,127.0052677,26.22,1999,12000
37.5648776,127.0052677,42.56,1999,15500
37.5648776,127.0052677,22.14,1999,9700
37.5550196,126.9672332,27.7,2005,21000
37.5550196,126.9672332,27.74,2005,20000
37.5635566,126.9703682,41.14,2016,35300
37.5691618,127.0147368,37.58,2006,28000
37.5665698,127.0033016,25.49,2005,17000
37.5665733,127.0019011,20.18,2004,12800
37.5665733,127.0019011,19.92,2004,14000
37.5671166,127.001797,21.49,2003,11300
37.5671166,127.001797,43.88,2003,22800
37.5643082,126.968413,126.59,2003,48000
37.5653022,126.9679455,29.48,2005,20800
37.5604196,126.9684743,68.04,2006,44000
37.5634361,126.9999466,37.07,2016,31000
37.5663988,127.0232626,22.52,2014,16200
37.5656302,127.022645,23.82,2004,15500
37.5662087,127.0232951,25.05,2004,12700
37.5658203,127.0170088,22.33,2013,16350
37.5658612,127.0154616,19.92,2014,16500
37.5668617,127.0171107,59.91,2014,42388
37.5668617,127.0171107,79.25,2014,54976
37.5957123,127.0933752,18.03,2012,9500
37.5973414,127.0934721,59.28,2008,26500
37.5973414,127.0934721,59.29,2008,27000
37.5865927,127.0943523,28.18,2002,7500
37.5865927,127.0943523,25.76,2002,7300
37.5872227,127.0867321,17.01,2013,8900
37.5970957,127.0911938,32.48,2003,13000
37.5970957,127.0911938,30.88,2003,14300
37.6162807,127.092654,38.7,2003,15500
37.5944914,127.0759035,22.21,2012,10800
